place,태그
의림사 삼층석탑,통일신라시대 때 만들어진 3층 석탑 경상권 관광지 교과서속여행 불교문화 사찰여행 아이와함께 역사
상봉서원,
창원 진해우체국,러시아풍의 외관을 가진 근대 건축물 경상권 관광지 교과서속여행 문화재 역사 역사공부 역사를품은곳
거제 덕포랜드 씨라인,한마리 새처럼 자유롭고 짜릿하게 활강하면서 즐기는 체험시설 가족여행 거제덕포랜드씨라인 경상권 남녀노소 레포츠 바다 복합레저스포츠
라온레포츠,다양한 서바이벌 게임과 프로그램 체험으로 스트레스를 해소할 수 있는 곳 레포츠 서바이벌 양궁 용주면 체험
구만계곡(밀양),임진왜란 당시 9만 명이 화를 피한 계곡 계곡트레킹 관광지 구만산 구만폭포 밀양계곡 자연 통수골
함안무기리주씨고가,경상남도 민속문화유산인 주씨고가 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
김해카라반르몽드,김해의 가야문화와 아름다운 자연환경이 어우러져 최고의 테마 캠핑문화 환경 가족여행 김해시 레포츠 카라반 힐링
삼천포수협회센터,바다를 바라보며 싱싱한 생선회를 맛볼 수 있는 곳 건어물매장 삼천포시장 삼천포항 쇼핑 수산물 해산물 활어위판장
마금산원탕,경상남도 보양온천 1호 가족과함께 가족여행 관광지 마금산원탕 목욕탕 복면온천 온천 온천여행
운흥사(경남),천년을 뛰어넘는 역사가 담긴 사찰 관광지 사찰 역사 자연환경 한국불교 휴식공간 휴식하기좋은곳
저도(딱섬),실안 낙조가 아름다운 저도 경상권 관광지 딱나무 딱섬 바지락 사천섬 섬 자연 저도
예강서원,근대 한옥의 특성을 보여주는 주택 가족여행 경상권 경상남도문화재자료 관광지 김해시례리염수당 김해염수당
덕연서원,주세붕 선생의 학문과 덕행을 기리는 서원 경상권 경상남도문화재자료 관광지 덕연서원 역사 역사공부 역사관광지
송정 솔바람해변,남해에서 두 번째로 큰 해수욕장 가족여행 관광지 남해관광 남해서핑 남해해변 남해해수욕장 바다풍경
[지리산 둘레길 코스] 동강~수철,아름다운 계곡을 따라 걸으며 산행하는 코스 경북권 경치여행 경치좋은곳 남원둘레길 남원트래킹 레포츠 월간_사진_제보_이벤트
사량도 바다낚시,여름 산행과 해수욕을 겸할 수 있는 섬 등산객 레포츠 바다낚시 사량도 월간_사진_제보_이벤트 자연환경
갈도,사시사철 낚시하러 찾아오는 터 갈도바다낚시 경남권 레포츠 바다낚시 통영바다 통영바다낚시
진해현관아 및 객사유지,진해 현감 이영모가 세운 관아 건물로 지방 업무를 보던 곳 객사유지 경상권 경상남도유형문화재 관광지 역사 역사공부 역사관광지
[지리산 둘레길 코스] 금계~동강,"사람과 생명, 성찰과 순례의 길 경남권 레포츠 월간_사진_제보_이벤트 지리산 지리산금계동강코스 지리산둘레길"
해평열녀사당,해평마을 열녀의 사랑과 굳은 절개를 기리는 사당 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
산천재 남명매,조식 선생이 학문을 닦던 곳 경상권 관광지 산청가볼만한곳 식물 풍경좋은곳
함안 주리사지 사자석탑,수난의 역사를 가지고 있는 석탑 경남함안주리사지사자석탑 관광지 역사 역사공부 역사관광지 역사를품은곳
내천못재,자연 함몰로 생긴 것으로 추정되는 신비로운 연못 경치여행 경치좋은곳 관광지 자연 자연마을 자연속으로 자연여행
양산 북정리 고분군,도심 속에서 만나는 삼국 시대의 고분들 관광지 금조총 부부총 북정리고분군 신라고분군 양산고분군 양산시립박물관
심우사(거창),조선 후기 목조 아미타여래 좌상이 있는 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
도남항 동방파제 등대 (연필등대),통영이 배출한 문학적 인물들의 업적을 기념하는 등대 관광지 동방파제 등대섬 자연 통영가볼만한곳 통영금호리조트 통영등대
화림동계곡,화려한 반석들로 가득한 농월정 명소가 있는 계곡 경상권 계곡 계곡관광 관광지 자연 피서 함양관광 함양관광지 함양여행
윤이상 기념공원(도천테마파크),세계적인 작곡가 윤이상 선생을 기리는 공원 가족과함께 가족체험 경상권 관광지 교과서속여행 기념공원 기념전시관
모아레벤트,각종 체험활동과 스릴 넘치는 레포츠가 가득한 모아레벤트 래프팅 레포츠 수상레저 수상레포츠 수상보트 수상스포츠 이색체험
영산호국공원,한국의 호국공원 중 손꼽히는 곳 경상권 공원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
LH 토지주택박물관,거주문화의 역사를 볼 수 있는 박물관 LH박물관 경상권 관광지 문화콘텐츠 박물관 산업관광 산업관광지
소리길 오토캠핑장,자연 속에서 지친 일상을 치유하는 소리길 오토캠핑장 가족과함께 가족여행 낚시 레포츠 소리길캠핑장 썰매 아이와함께
몽고정,고려말 몽골인들이 일본 원정길에 만들 우물 경상권 경상남도문화재자료 관광지 역사 역사공부 역사관광지 역사를품은곳
"삼천포 중앙시장 (4, 9일)",인심좋고 정겨운 삼천포 중앙시장 가족여행 경상권 기차여행 나들이 나홀로여행 삼천포중앙시장 쇼핑
성흥사(진해),천 년의 세월을 가진 호국사찰 관광지 불교 불교문화 불교사찰 사찰 사찰여행 역사 자연속으로
대호누비,유명한 통영 누비 제품을 만날 수 있는 곳 가족여행 경남대호누비 경상권 기념품판매 나들이 나홀로여행 대호누비
"거창장 (1, 6일)",다양한 먹거리와 볼거리가 가득한 시장 가족여행 거창시장 거창오일장 거창장 거창재래시장 거창전통시장 경상권
청곡리지석묘,송곡산 자락에 있는 청동기시대 고인돌 거제지석묘 거제청곡리지석묘 경상권 경상남도문화재자료 관광지 역사
생초면 대포마을,정갈하고 단아한 자연마을 가족체험 관광지 농촌 농촌체험 농촌체험마을 농촌체험여행 농촌체험학습
다슬기 초량마을,맑고 깨긋한 자연이 숨쉬는 마을 가족여행 경상권 관광지 농촌 농촌길 농촌여행코스 농촌체험 농촌체험학습
송천참다래마을,신선하고 깨끗한 농산물이 가득한 마을 가족과함께 관광지 농촌마을 농촌여행 농촌체험 아이와함께 자연마을
무민사(남해),아름다운 미조 항이 내려다 보이는 최영 장군을 모신 사당 경상권 관광지 남해무민사 역사 역사공부 역사관광지 역사를품은곳
대동백화점,고객의 니즈에 맞는 다양한 상품을 판매하는 백화점 쇼핑
물계서원,선현을 배향하고 지방민을 교육하는 서원 경남물계서원 경상권 경상남도문화재자료 관광지 물계서원 역사 역사공부
동산서당,근대기에 건축된 서원 관광지 동산서원 역사 역사공부 역사관광지 역사를품은곳 역사문화재
도곡서원,함양 출신 선현들의 학문과 덕행을 기리기 위한 서원 경남도곡서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
남강서원(양산),조선시대 사설교육 기관으로 죽재 이겸수를 추모하는 서원 관광지 남강사 서원철폐령 양산남강서원 양산서원 역사 죽재이겸수
광천서원,안명하 선생을 기리기 위해 건립된 서원 관광지 문화관광지 밀양광천서원 역사 역사공부 역사관광 역사관광지
갈천서원,고려시대 문신인 이암 선생을 기리기 위해 세운 서원 경남갈천서원 고성갈천서원 관광지 역사 역사공부 역사관광지 역사를품은곳
화산서원(함양),조선 성종5년 현감 임대동을 기리는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
학동자동차야영장,청정해안 자연과 함께 낭만을 즐길 수 있는 자동차야영장 가족과함께 거제야영장 거제자동차야영장 경상권 레포츠 아이와함께
진주향교,교육 도시 진주의 오랜 명성을 잘 말해 주는 관학 교육기관 경남진주향교 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
창원솔라타워,최대 규모의 태양광 발전시설을 갖춘 솔라타워 가족과함께 가족여행 경상권 관광지 바다경치 아이와함께 연인과함께
남해 지족갯마을,태곳적 역사가 살아 숨 쉬는 마을 갯벌체험 관광지 남해관광 아이와함께 어촌마을 어촌체험 어촌체험마을
해금강유람선,바다 위의 금강산인 해금강을 관광할 수 있는 유람선 거제가볼만한곳 거제선상관광 거제외도관람 거제유람선 관광지 바다
통영 연명어촌체험마을,한려해상국립공원에 위치한 어촌마을 가족체험 경상권 관광지 바다낚시 바다내음 바다체험 아이와함께
"남해장 (2, 7일)",남해군 상설시장이자 대표적인 어시장 가족여행 경상권 기차여행 나들이 나홀로여행 남해장 먹거리 쇼핑
사람과바다 래프팅,여름을 날려버릴 시원함! 경호강래프팅 래프팅 레포츠 서바이벌 스킨스쿠버 카약
미륵도 관광특구,한려해상국립공원의 중심지 미륵도의 해상관광단지 가족여행 가족체험여행 관광지 바다풍경 섬여행 수상스포츠 아이와함께
에덴밸리스키장 (에덴밸리리조트),세계의 스키어와 보더들이 주목하는 프로페셔널 그라운드 가족과함께 겨울스포츠 경남권 경남썰매장 눈썰매장 레포츠 보드
정산서원,선현들의 위패를 모시고 제향하기 위한 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
산청향교,오랜 역사를 느낄 수 있는 산청향교 경남산청향교 관광지 산청관광 역사 역사공부 역사관광지 역사를품은곳
사천향교,전통교육의 발자취를 느껴보고 체험하는 교육장 경상남도유형문화재 관광지 역사 역사공부 역사관광지 역사를품은곳
통영향교,지방민의 교육을 담당하던 국립교육기관 관광지 문화재 석전제 역사 역사공부 역사관광지 역사관광지 역사를품은곳
"경화장 (3, 8일)",경남지역 최대의 장터가 열리는 재래시장 가족여행 경상권 기차여행 나들이 나홀로여행 먹거리 쇼핑 시장맛집
청학동 삼선당식품,죽염으로 만든 장류를 구매할 수 있는 곳 경상권 기념물판매 쇼핑 청학동삼선당식품 특산물
남해 가인리 화석산지,중생대 백악기시대의 공룡발자국 화석 공룡발자국 공룡화석산지 관광지 남해 남해관광지 자연 화석산지
청심사 청심다원,건강하고 맛있는 유기농 차를 재배하는 곳 경상권 기념품판매 쇼핑 청심사청심다원 특산물
임진성,임진왜란 때 왜구의 침입을 막기 위해 지어진 성 관광지 남해여행 남해임진성 민보성 역사 역사공부 역사관광지 역사를품은곳
소노캄 거제 마리나베이 요트투어,낭만과 추억을 간직할 수 있는 바다 요트투어 가족과함께 거제마리나 거제마리나리조트 거제요트 경남권 레포츠 소노벨거제
남해 특산물지족판매장,죽방멸치를 구매할 수 있는 판매장 가족여행 경상권 기념품판매 기차여행 나들이 나홀로여행 남해특산물지족판매장
통영전통공예관,한국의 전통 공예품을 만나볼 수 있는 곳 공예품 나전칠기 쇼핑 통영공예 통영나전칠기
김해 대성동 고분군,가야와 북방문화의 교류를 보여주는 유적 가볼래터 가야고분 경상권 관광지 김해고분 대성동고분 대성동고분군
한려물산 멸치원(통영),통영바다에서 어획한 품질좋은 국내산 멸치 가족여행 경상권 기념품판매 나들이 나홀로여행 먹거리 멸치원 쇼핑
어계생가,조선 전기의 문신 어계 조려(1420∼1489) 선생이 태어난 집 경남권반려동물여행지 관광지 반려동물 반려동물동반여행지 역사 역사공부
합천 옥전 고분군,가야 최고 수장급의 유물이 발견된 고분군 가야고분군 가야문화 가야유적지 경상권 관광지 사적 역사 역사공부
계룡산,거제의 중심에 우뚝 솟은 명산 거제계룡산 거제대표명산 거제도등산 거제명산 경상권 경치좋은곳 계룡산등산로
진주 대암초록마을,특별한 공간에서의 특별한 체험 가족과함께 가족체험 가족체험여행 관광지 농촌 농촌체험 농촌체험마을
관음사(창녕),고즈넉한 분위기의 작은 사찰 경남관음사 경남창녕관음사 관광지 불교 불교문화 사찰 사찰여행
구연서원,선현을 배향하는 사당 거창구연서원 경남거창구연서원 경상권 경상남도유형문화재 관광지 구연서원
홍제사(밀양),땀 흘리는 비석을 지키는 사찰 관광지 밀양3대신비 불교문화 사찰 사찰여행 수호사찰 역사 자연환경
거제도,다양한 관광지와 먹거리가 있는 섬 거가대교 거제관광 거제대교 관광지 매미성 외도보타니아 자연 장승포항
가야컨트리클럽,신어산 자락 아래 아름다운 자연 속에서 즐기는 골프 여행 2024_여행가는달과함께하는_발도장여행지 가야골프장 골프 골프장 김해가야CC
"함양장 / 지리산함양시장 (2, 7일)",지리산 청정지역에서 생산된 농산물을 판매하는 전통시장 가족여행 경상권 기차여행 나들이 나홀로여행 먹거리 쇼핑 시장맛집
"마천장 (5, 10일)",많은 이들이 모이는 장 가족여행 경상권 기차여행 나들이 나홀로여행 마천장 먹거리 쇼핑
거창 무릉리 정씨고가,정씨 문중에서 관리하고 있는 유서 깊은 고택 거창정씨고가 경남거창무릉리정씨고가 경남무릉리정씨고가 경상권 경상남도유형문화재
아델스코트 컨트리클럽,"세월이 갈수록 깊어지는 가치, 아델스코트 컨트리클럽 골프리조트 골프장 레포츠 월간_사진_제보_이벤트 합천가볼만한곳 휴식공간"
평사리들판,박경리 소설 [토지]의 배경이 된 들판 경상권 관광지 자연 토지길 평사리마을 하동관광 하동들판 하동여행
만월당,조선시대 양반가의 주택 형식을 알 수 있는 고가 거창만월당 거창양반주택 경남만월당 경상권 경상남도유형문화재 관광지
원천정,용천서원으로 발전한 정자 거창원천정 경남원천정 경상권 경상남도문화재자료 관광지 역사 역사공부
진주 유수리 백악기 하성퇴적층,공룡 뼈 화석조각이 발견된 지역 가화천 공룡화석산지 관광지 백악기화석 자연 진주관광 진주남강
마산어시장,마산장의 명맥을 잇는 전통시장 가족여행 경상권 기차여행 나들이 나홀로여행 데이트코스 마산수산시장
바람의 언덕,구릉 위 풍차로 완성된 언덕 17_18한국관광100선 19_20한국관광100선 2024_여행가는달과함께하는_발도장여행지
옥녀봉(거제),우거진 숲과 정상위에서 바라보는 푸른 바다가 일품인 산 경치좋은곳 관광지 자연 자연좋은곳 자연환경 힐링여행
수우도,기암괴석과 해변 경관이 뛰어난 섬 가볼래터 경상권 경치좋은곳 관광지 등산 바다내음 섬 수우도 여행구독
설흘산,앵강만과 작은 섬들이 내려다 보이는 곳 경상권 관광지 남해설흘산 남해여행 노도 등산 앵강만 일출명소
한밭제다,자연과 함께하는 아름다운 다원 가볼래터 가족여행 경상권 기념품판매 기차여행 나들이 나홀로여행
밀양 꽃새미마을,허브향이 가득한 아름다운 마을 가족과함께 가족여행 경상권 관광지 농촌전통테마마을 밀양꽃새미마을
미조항,남해도 최남단의 미조항 앞 바다 경남 관광지 남해 바다 자연
진해내수면 환경생태공원,다양한 생태를 관찰할 수 있는 공원 가족여행 걷기길 걷기여행 관광지 아이와함께 연인과함께 자연 자연좋은곳
정병산,창원시를 병풍처럼 감싸 안고 있는 산 경남정병산 경상권 관광지 등산 자연 전망좋은곳 정병산 창원정병산
명성다원,정성을 다해 만드는 명성다원의 茶 가족여행 경상권 기념품판매 기차여행 나들이 나홀로여행 명성다원
천성산,동해의 일출을 가장 먼저 볼 수 있는 해돋이 명소 관광지 소금강산 양산가볼만한곳 억새축제 자연 자연관광지 천성산억새
미타암(양산),미타굴을 중심으로 이루어진 석굴 사원 가족여행 경상권 관광지 미타암 불교 불교문화 사찰 사찰여행 역사
거창스포츠파크,여가 활용과 건강한 삶을 만드는 종합레저파크 거창레포츠 거창레포츠파크 거창복합레포츠 거창종합운동장 경상권 레포츠
다물민족학교 다물평생교육원,"겨레의 얼 밝히는 작은자리, 다물평생교육원 교육원 교육장소 다물정신 레포츠 산청군"
인사동 골동품거리,옛 것에 대한 향수를 물씬 느낄 수 있는 곳 가족여행 경상권 기차여행 나들이 나홀로여행 쇼핑 아이와함께 연인과함께
장척계곡,신어산 자락의 여름철 계곡 물놀이 명소 가족과함께 경상권 계곡 관광지 김해가볼만한곳 여름피서지 자연
송계사(거창),덕유산 국립공원에 있는 신라시대 사찰 거창송계사 경남거창송계사 경남송계사 관광지 불교 불교사찰 사찰
옥선명차사(요산당),고품질 차를 맛볼 수 있는 곳 기념품판매 쇼핑 옥선명차사 요산당 특산물
창녕우포승마장,말과 함께 가족과 즐기는 승마장 가족과함께 가족여행 경상권 레포츠 말먹이주기체험 승마장 승마체험
함양승마클럽,초보자부터 선수까지 수준에 맞는 승마를 배울 수 있는 공간 레포츠
창녕 우포가시연꽃마을,우포늪 탐방과 생태체험이 가능한 곳 가족과함께 가족체험 경상권 관광지 농촌전통테마마을 농촌체험 농촌체험마을
각사산촌생태마을,천혜의 자연과 수많은 문화유적지가 있는 마을 관광지 농촌 농촌체험 농촌체험마을 농촌체험여행 자연마을 자연좋은곳
사기아름마을,전통 찻 사발의 본 고장이며 테마형 체험마을 가족체험 경남사기마을 경남사기아름마을 관광지 도예 도자기 도자기공방
봉명산시립공원,아름다운 초록빛 쉼과 여유가 가득한 곳 공원 관광지 다도해 등산로 사천시 자연
호구산군립공원,남해군립공원으로 지정되어 있는 호구산 관광지 남해 자연 호구산 호구산군립공원
황석산,가을철 억새밭으로 유명한 산 경남함양황석산 경남황석산 관광지 자연 함양관광 함양산행 함양황석산
창녕 술정리 동 삼층석탑,통일신라시대의 뛰어난 석공기술로 건립된 탑 경상권 관광지 삼층석탑 신라석탑 역사 역사공부 역사관광지 역사를품은곳
거제 어구낚시마을,아늑하고 조용한 어촌마을 경상권 관광지 아이와함께 어구낚시마을 어촌체험마을 체험 친구와함께
남일대해수욕장,"푸른 바다와 구멍바위, 흔들바위가 절경을 이루는 곳 TV속촬영지 가족과함께 가족여행 관광지 남일대 바다여행 바다풍경"
국립 3·15 민주묘지,3·15의거 영웅들이 잠들어 있는 민주주의의 성지 경상권 관광지 교과서속여행 민주묘지 아이와함께 역사 역사공부
죽도(통영),대나무가 많이 자생했던 섬 경상권 관광지 대섬 섬 자연 죽도해수욕장 통영섬 통영죽도
남해 다초지(장평지),형형색색의 꽃들과 어우러져 한 폭의 그림을 연출하는 저수지 관광지 산책하기좋은곳 자연 저수지 저수지뷰
산청 목조각장전수관,전통 목조각을 배우는 복합문화공간 경상남도 목아전수관 목조각장 문화시설 박찬수 복합문화공간 산청군
추봉도,해양레저 스포츠를 연중 즐길 수 있는 힐링의 섬 경치여행 경치좋은곳 관광지 바다경치 바다내음 자연 자연속으로
도천서원,목화를 처음 들여온 문익점 선생을 모시는 서원 경남도천서원 관광지 산청군서원 산청도천서원 역사 역사공부 역사관광지
남해스포츠파크,천연 잔디구장에서 스포츠의 꿈은 이루어진다 경상권 남녀노소 레저스포츠 레포츠 문화공간 생활스포츠 서면스포츠파크
산청박물관,산청 지역의 각 시대별 유물을 전시하고 있는 곳 문화시설 복합문화공간 산청가볼만한곳 산청당일코스 역사공부 역사속
표충사호국박물관,국보 등 불교문화재를 소장한 박물관 문화시설 미세먼지_피하는_실내여행 박물관 사명대사 실내관광지 실내여행지
거창 농산리 석조여래입상,통일신라시대 아름다운 자태의 석불 거창농산리석조여래입상 거창석불상 거창석조여래입상 경상권 관광지
부재산방,산 속 자연의 소리와 함께하는 조용한 힐링 가족과함께 경상권 관광지 부재산방 자연 자연여행 자연좋은곳 자연체험
남해 홍현마을,살고 싶고 가보고 싶은 남해 홍현마을 가족과함께 경치여행 경치좋은곳 관광지 바다경치 바다내음 아이와함께
창충사,반란을 무찌르는데 공을 세운 다섯 충신을 모신 사당 경남거창창충사 경남창충사 경상권 경상남도문화재자료 관광지 역사
경호강래프팅,레포츠를 즐기는 익스트림의 기회 ! 경호강래프팅 래프팅 레포츠 산청군 산청군여행 산청래프팅
삼계마을,다양한 체험과 함께 하는 여행 가족체험 관광지 농촌 농촌 농촌체험 농촌체험마을 농촌체험여행
회원현성지,무학산 남쪽 기슭의 낮은 야산 계곡을 둘러 쌓고 있는 산성 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
남해 창선도 왕후박나무,500년 전 고기 뱃속의 씨에서 탄생한 거목 경상권 관광지 남해창선도후박나무 식물 자연속으로 자연여행 자연좋은곳
송정한솔체험마을,즐거움이 가득한 체험마을 가족체험 관광지 농촌 농촌체험 농촌체험마을 농촌체험학습 아이와함께
[하동 박경리 토지길 1코스] 섬진강 평사리공원~화개장터,소설 토지의 발자취를 따라 걷는 도보여행 경남권 레포츠 박경리 박경리토지 박경리토지길 섬진강 슬로시티토지길
지리산생태과학관,지리산의 희귀 야생 동식물을 한눈에 볼 수 있는 곳 경상권 문화시설 아이와함께 전시관 지리산생태과학관 체험학습
의기사와 의암,논개의 충절을 느낄 수 있는 곳 가족여행 관광지 교과서속여행 아이와함께 역사 역사공부 역사를품은곳
사명대사 생가지,역사의 흔적이 남아 있는 공간 경상권 관광지 기념물 문화관광해설사 밀양관광지 사명당 사명당대사집
노자산,천연기념물 팔색조가 서식하며 가을 단풍이 절경인 산 거제 거제노자산 거제등산 경남거제노자산 경남노자산 관광지 등산코스
심적사(산청),산청읍 내리 계곡에 자리잡은 사찰 경남산청심적사 경남심적사 관광지 불교 불교문화 사찰 사찰여행
거창 갈계리 삼층석탑,고려시대 조형양식의 삼층 석탑 거창삼층석탑 경남갈계리삼층석탑 경남거창갈계리삼층석탑 경남거창삼층석탑
통영시립박물관,통영의 역사와 문화를 담은 박물관 경상권 공립박물관 문화시설 문화예술체험 문화행사 박물관 실내관광지
박경리 기념관,한국 현대문학의 어머니 박경리 기념관 경상권 교과서속여행 근대문화유산 기념관 대하소설토지 문학기행 문학상
창선도,자연 비경이 아름다운 섬 경남 관광지 남해 섬 자연
거제향교,인재를 양성하기 위한 국립교육기관 거제 거제가볼만한곳 거제문화재 거제역사여행 거제유적지 경상권 경상남도유형문화재
여차홍포해안도로전망대,거제의 섬들을 조망할 수 있는 전망대 경상권 경치좋은곳 관광지 대소병대도 바다경치 바다풍경 병대도
구곡산,지리산 천왕봉 아래에 있는 산 경남구곡산 경남산청구곡산 관광지 산청구곡산 산청등산 산청등산코스
평사리공원,섬진강변에 조성된 힐링 공원 걷기길 걷기좋은길 경남평사리공원 경상권 공원 관광지 산책길 산책코스
만화방초,온갖 꽃들이 향기로운 숲속의 비밀정원 가족과함께 고성만화방초 고성정원 관광지 민간정원 산책하기좋은곳
남해 파독전시관,가난했던 시절 독일에 파견된 광부와 간호사의 역사와 애환이 담긴 곳 가족여행 경상권 독일마을 문화시설 역사속으로 연중무휴 파독전시관
모상개해수욕장,장포리 마을 끝에 있는 한적한 해변 경치여행 경치좋은곳 관광지 남해해수욕장 모상개해변 바다경치 아이와함께
남해군요트학교,요트 이론 및 실기 교육을 받을 수 있는 곳 경상권 남해군 남해군요트학교 레포츠 요트체험
[남해 바래길] 다랭이지겟길,남해사람들의 강인한 생명력이 묻어 있는 삶의 길 남해 바래길 다랭이지겟길 레포츠 산책코스 아무것도_하지않을_자유_비움여행
각산,바다와 섬 사천의 전망을 즐길 수 있는 명산 각산 경상권 경치좋은곳 관광지 등산객 등산여행 산책길 산책하기
국립 지리산자연휴양림,대자연의 장엄함을 간직한 지리산 자연휴양림 가족여행 걷기길 경상권 관광지 나들이 여름여행 연인과함께 자연
기백산 용추계곡과 용추폭포,맑은 계곡과 울창한 원시림이 있는 계곡과 웅장한 폭포 경남용추계곡 경남용추폭포 경상권 관광지 기백산 기백산용추폭포 여름피서지
덕포해수욕장,해양 레저를 즐길 수 있는 조용한 해변 거제가볼만한곳 거제덕포레저 거제아이와가볼만한해수욕장 거제해수욕장
[남해 바래길] 고사리밭길,해안선을 따라 이어지는 아름다운 고사리밭길 고사리밭길 남해 바래길 남해바래길 남해트레킹 남해트레킹코스 레포츠
신수도,일주도로를 따라 걸으며 즐기는 아름다운 섬 2020_휴가철찾아가고싶은_33섬 2022찾아가고싶은섬 2022찾아가고싶은섬_봄섬
덕산서원(고성),선조들을 기리기 위해 조성된 서원 고성관광지 고성덕산서원 관광지 덕산서원고성 역사 역사공부 역사관광지
남강서원(함안),충열공 이방실 장군을 배향하기 위해 건립한 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
기강서원,임진왜란 때 공을 세운 이운용 장군을 기리는 서원 경상권 관광지 기강서원 역사 역사공부 역사관광지 역사를품은곳
구니서당,김굉필의 후손들이 세운 서원 경상권 경상남도문화재자료 관광지 구니서당 역사 역사공부 역사관광지
광제서원,선현들의 학문과 덕행을 추모하던 서원 경상권 경상남도문화재자료 관광지 서원 역사 역사공부 역사관광지
통영문화원,고유의 특색있는 향토 전통문화를 계승하는 기관 가곡교실 문화교육 문화시설 문화학교강좌 복합문화공간 열린문화공간
도연서원,"허기, 허천수, 허재의 뜻을 기리기 위해 세운 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속"
용추사(함양),용추계곡에 있는 아름다운 사찰 경남용추사 경남함양용추사 관광지 불교 불교문화 사찰 사찰여행
거창 강남사지 석조여래입상,통일신라시대에 만들어진 석불 강남사지석조여래입상 거창석조여래입상 경남강남사지석조여래입상 경남석조여래입상
표충서원,임진왜란 때 공을 세운 3인의 대사를 모신 서원 관광지 밀양표충서원 역사 역사공부 역사관광 역사관광지 역사를품은곳
창원과학체험관,미래의 꿈과 희망을 심어주는 과학의 터전 가족과함께 가족여행 경상권 과학체험관 교육여행 교육프로그램 문화시설
완계서원,조선 중기 문신인 권도 선생을 추모하는 서원 경상권 관광지 산청군서원 산청완계서원 역사 역사공부 역사관광지
동호방파제,낚시꾼들의 핫플레이스 경남권 레포츠 바다낚시 통영낚시터 통영바다낚시
용유담,화강암으로 된 기암괴석이 장관을 연출하는 곳 경치여행 경치좋은곳 관광지 바다경치 자연 자연속으로 자연여행
창녕 진양하씨 고택,조선시대 민가의 건축기술을 알 수 있는 고택 가족여행 경상권 관광지 국가민속문화재 목조초가 술정리동삼층석탑
함안무기연당,주재성의 생가에 있는 조선 후기의 연못 경상권 관광지 교과서속여행 무기연당 문화재 역사 역사공부 역사관광지
창원컨트리클럽,"고요한 자연의 깊은 숲 내음, 송림과 어우러지다 레포츠 월간_사진_제보_이벤트"
"진주 문산장 (4, 9일)",문산읍에서 열리는 오일장 가족여행 경상권 기차여행 나들이 나홀로여행 먹거리 쇼핑 시장맛집
"송백장 (5, 10일)",밀양 시골마을의 전통시장 가족여행 경상권 기차여행 나들이 나홀로여행 먹거리 밀양오일장
한산사(하동),토지의 배경인 평사리들판이 내려다보이는 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
연대도,왜적의 침략을 알리던 곳에서 일몰이 아름다운 섬으로 가볼래터 경상권 관광지 봉수대 봉화대 섬 섬여행 여행구독 연대도
"함양 토종약초시장 (5, 10일)",국내산 토종 약초만을 취급하는 곳 가족여행 경상권 기념품판매 기차여행 나들이 나홀로여행 쇼핑 아이와함께
진주중앙시장,풍부한 농산물과 싱싱한 해산물을 만날 수 있는 전통시장 가족여행 경상권 기차여행 나들이 나홀로여행 남강유등축제 데이트코스
두곡서원(창원),신라시대 유학자 최치원 선생을 배향하는 서원 경남두곡서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재
창선대교타운,남해안 한려수도의 한가운데에 위치한 창선대교타운 가족여행 경상권 관광지 기차여행 나들이 데이트코스 드라이브여행
경남 하동군 으뜸상품홍보관,하동의 다양한 특산품을 구입할 수 있는 곳 경상권 기념품판매 쇼핑 특산물 하동군으뜸상품홍보관
다자연 영농조합법인,신선한 녹차와 관련된 물품들을 구입할 수 있는 곳 가족여행 경상권 기념품판매 기차여행 나들이 나홀로여행 다자연영농조합법인
합천 사의정,은진 송씨 문중의 손님이 묵고 가기 위한 숙소 경남사의정 경남합천사의정 경상권 경상남도문화재자료 관광지 사의정
한신계곡(백무동계곡),싱그러운 녹음과 시리도록 맑은 물줄기가 있는 계곡 경남백무동계곡 경남한신계곡 경상권 관광지 명승 백무동계곡 자연
가라산,거제 최남단 해변에 위치한 거제에서 제일 높은 산 가라산등산코스 가라산봉수대 가라산산행 거제가라산 거제에서제일높은산
거창 내오리 지석묘,청동기시대 때 만들어진 고인돌 거창여행 거창지석묘 경상권 경상남도기념물 경상남도기념물. 관광지
계원사(양산),닭바위와 닭우물 약수로 유명한 아담한 사찰 계원암 관광지 닭바위 닭우물 닭울음소리사찰 불교 불교문화 사찰
