place,태그
하동 옥종딸기마을,하동 알프스의 싱싱한 딸기와 체험이 있는 곳 가족체험 가족체험여행 경상권 관광지 딸기 딸기가좋아 딸기농장
모리재,동계 정온선생의 제사를 지내는 재실 거창모리재 거창재실 경남모리재 경상권 경상남도유형문화재 관광지
건계정,아름다운 영천의 거북바위 위에 세워진 정자 거창건계정 건계정 경남거창건계정 경남건계정 경상권 경상남도문화재자료
봉평동지석묘,청동기시대의 고인돌 경상권 경상남도기념물 관광지 봉평동고인돌 봉평동지석묘 봉평지석묘
평사리문학관,요하고 안정된 느낌의 건물 가족여행 경상권 문학 문학관 문화시설 소설책 아이와함께 연중무휴
남해향교,성현의 위패를 모신 국가에서 세운 지방교육기관 경상권 경상남도유형문화재 관광지 남해향교 역사 역사공부 역사관광지
사천읍성,백성을 보호하고 왜구를 방어하기 위해 쌓은 성곽 가족여행 경상권 경상남도기념물 관광지 사천성곽 사천읍성 산성공원
양산문화예술회관,동부경남의 문화예술 중심 공연장 가족과함께 남녀노소 문화공간 문화시설 복합문화공간 양산공연장 양산문화공간
시루봉,시루를 얹어놓은 것 같은 바위 봉우리 경상권 관광지 웅산 자연 트레킹
남해 은점어촌체험마을,싱싱한 멸치가 일품인 어촌마을 가족체험 관광지 농어촌체험마을 아이와함께 어촌체험 어촌체험관광마을
운대암(남해),대방산 자락에 위치한 고즈넉한 사찰 경상권 관광지 남해사찰 남해여행 남해운대암 불교 불교문화 사찰
김씨 박물관,타임머신 타고 추억속으로 빠져보자 ! 가족과함께 경상권 남녀노소 문화시설 박물관 아이와함께 이색체험
국립김해박물관,가야 문화를 만나는 곳 가야문화 가야박물관 경상권 교과서속여행 구지봉 국립김해박물관 문화시설
소노서원,유교의 경전을 가르치던 사설 교육기관 경남소노서원 관광지 양산서원 양산소노서원 역사 역사공부 역사관광지
롯데프리미엄아울렛 김해점,국내외 유명 브랜드와 편의 시설을 이용해보자 ! 경상권 롯데프리미엄아울렛 반려견동반여행지 쇼핑 아울렛 친구와함께
통영마리나리조트 요트,한려해상국립공원을 Sailing하며 즐겨보자 경상권 레포츠 리조트 요트 통영마리나리조트 통영마리나요트 통영바다세일링
용원컨트리클럽,
내원사계곡(양산),내원사 아래에 위치한 맑게 흐르는 계곡 가족여행 경상권 경치좋은곳 계곡 관광지 내원사계곡 물놀이 양산가볼만한곳
청련사(창녕),영산 대흥사의 법등을 잇는 청련사 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
남해 관음포 이충무공 유적,이충무공의 마지막 격전지 경상권 관광지 교과서속여행 남해관음포이충무공유적 아이와함께 역사
구을비도,강태공도 반할 듯 한 바다낚시 여행지 경남구을비도 경남권 레포츠 바다낚시 통영구을비도 통영굴비섬 통영바다
정암루(솥바위),물 위 솥바위에 있는 아름다운 누각 가족과함께 경상권 경치좋은곳 곽재우장군 관광지 나루터 누각 솥바위
사천녹차단지,호숫가의 드넓은 녹차밭 가족여행 경상권 관광지 녹차재배 다자연녹차단지 사천녹차밭 사천녹차체험
봉황대(의령),기암괴석이 연출하는 일대장관 봉황대 가족과함께 가족여행 경상권 경치좋은곳 관광지 기암절벽 단풍여행
함안 영동리 회화나무,마을을 지켜주는 500년 된 신성한 나무 경상권 관광지 자연 장춘사 천연기념물 함안여행 함안영동리회화나무
빗돌배기마을(송등),자연의 감사함을 느낄 수 있는 마을 가족과함께 관광지 농촌 농촌마을 농촌여행 농촌체험 농촌체험마을
거제문화예술회관,문화가 일상이 되는 생활문화의 터전 가족과함께 거제공연장 거제대형공연장 거제예술회관 문화공간 문화시설
함안문화예술회관,문화예술의 꽃을 피우는 공연장 경남문화예술회관 경남함안문화예술회관 경상권 데이트코스 문화공간
창원시립진해박물관,진해탑 전망대와 함께 있는 박물관 2024_여행가는달과함께하는_발도장여행지 경상권 경상남도 문화시설
연화도선착장(바다낚시),낚시 좋아하는 사람들의 힐링 성지 경남권 레포츠 바다낚시 통영바다 통영바다낚시
상연대(함양),지리산 북쪽 자락에 자리하는 백운산에 위치한 고찰 관광지 불교 사찰여행 역사 자연환경 종교 한국불교 휴식공간
진주 소힘겨루기 경기장,조상들의 슬기와 얼이 담긴 문화유산 레포츠 소싸움 역사공부 역사속 역사여행 역사이야기 진주가볼만한곳
KBS 창원홀,대규모 공연을 열 수 있는 공연장 가족여행 경상권 공연장 나들이 데이트코스 문화시설 실내여행지
도성암(창녕),창녕을 대표하는 화왕산 아래 자리 잡은 도성암 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
구천댐(구천저수지),그림 같은 정경을 자아내는 곳 거제가볼만한곳 거제구천댐 거제포토스팟 거제포토존 경상권 경치좋은곳
불일폭포,지리산 10경 중 하나인 아름다운 폭포 경상권 관광지 불일폭포 여름가볼만한곳 여름여행 자연 자연관광지
남악서원,신라 삼국통일의 염원이 담긴 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
신암서원,안관 선생을 배향하기 위하여 건립된 서원 경남신암서원 경남함안신암서원 관광지 역사 함안군서원 함안신암서원
비진도,이순신 장군이 왜적과의 해전에서 승리한 보배로운 곳 2020_휴가철찾아가고싶은_33섬 경상권 관광지 비진도 섬 자연 자연관광지
청룡대각석,최치원 선생의 친필이 새겨진 각석 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
김달진 문학관,월하 김달진 선생의 문학과 불교에 대한 열정 경상권 기념관 김달진문학관 무장애 문화시설 아이와함께 전시관
예동서원,커다란 은행나무가 서원 전체를 살포시 품은 듯한 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
산청경호강래프팅,자연 속에서 스트레스를 해소 시키는 래프팅 경호강 래프팅 레포츠 산청군 서바이벌
금성냉장,
두무산(합천),거창군과 합천군 경계에 있는 산 경남두무산 관광지 등산코스 자연 합천가볼만한곳 합천두무산 합천산행
합천 영암사지,황매산 자락 신라말 밀교의 수법으로 지은 사찰터 경상권 관광지 역사 역사관광지 역사문화재 역사속으로 역사유적지
안민고개,벚꽃과 함께하는 봄향기 가득한 산책 가족과함께 걷기 경상남도 관광지 벚꽃 연인과함께 자연 힐링
에너지환경과학공원 에너지전시관,재생에너지의 종류와 활용방안 등을 보여주는 전시관 경상권 과학공원 교육여행 문화시설 산업관광 신재생에너지 아이와함께
남해국제탈공연예술촌,문화예술의 보물창고이자 종합공간 경상권 국제탈공연예술촌 남해공연 남해문화예술 남해예술제 남해예술촌
악양루,유구한 역사와 시인 묵객이 다녀간 동정호의 맑은 물결 위 악양루 가족여행 경상권 경상남도문화재자료 관광지 악양루 역사 역사공부
윤이상 생가,세계적인 음악가 윤이상의 생가가 있었던 터 경남윤이상생가 경상권 관광지 생가 역사 역사공부 역사관광지 역사를품은곳
경남 하동 악양면 [슬로시티],전통이 있는 마을 가족과함께 관광지 슬로시티 아이와함께 역사 자연마을 자연환경
쌍절각,"조종도와 그의 부인을 기리는 곳, 쌍절각 경상권 관광지 쌍절각 역사 역사공부 역사관광지 역사를품은곳 역사문화재"
거제시농업개발원,아름다운 사계절 꽃을 볼 수 있는 농업테마공원 가족체험여행 경상권 곤충생태체험관 관광지 교육체험 교육프로그램
가고파 꼬부랑길 벽화마을,어릴 적 추억을 담고 있는 벽화마을 가고파꼬부랑길벽화마을 가족여행 감성사진 경상권 관광지 꼬부랑길벽화마을
거창 황산리 신씨고가,경상남도 민속문화유산 관광지 역사 역사관광지 역사를품은곳 역사문화재 역사여행 역사유적
안국사(함양),삼국시대 신라 시기에 창건된 사찰 관광지 안국사 역사 역사체험 함양가볼만한곳
"안의장 (5, 10일)",함양군 중북부권의 대표적인 오일장 가족여행 경상권 기차여행 나들이 나홀로여행 먹거리 쇼핑 시장맛집
"서상장 (4, 9일)",
법기수원지,수려한 자연과 산림욕까지 즐길 수 있는 명소 가족여행 경상권 경치좋은곳 관광지 반송나무 법기수원지 산림욕
하동야생차박물관,하동 차(茶)의 역사와 문화를 이해하고 배울 수 있는 공간 가족여행 가족체험여행 경상권 문화시설 미식여행 박물관 이색체험
고성 학동마을 옛 담장,특이한 담장이 전통 사대부의 고택과 잘 어우러진 곳 경상권 고성고택 고성문화재 고택 관광지 담장 등록문화재 역사
설리해수욕장,남해 가장 남쪽에 위치해 일 년 내내 따뜻한 설리마을 해수욕장 가볼래터 가족여행 경상권 관광지 바다풍경 설리해수욕장 여행구독
김해문화원,지역 문화의 개발과 연구를 목적으로 하는 김해문화원 문화공간 김해문화원 남녀노소 문화시설 문화행사 열린문화공간 이색체험
무학산,진달래 군락이 어우러져 봄에는 절경을 연출하는 산 경상권 관광지 등산 자연 자연속으로 자연여행 자연좋은곳 자연풍경
충무체육관,통영 지역주민을 위한 체육공간 레포츠
죽림해수욕장,섬진강 모래로 만든 인공 해수욕장 거제가볼만한곳 거제죽림 거제죽림해수욕장 거제해수욕장 관광지 여름피서지
성산아트홀,경남 최대의 아트홀 경상권 공연장 데이트코스 문화시설 상설공연 성산아트홀 실내관광지
함목몽돌해변,몽돌로 이루어진 한적하고 조용한 아름다운 해변 거제가볼만한곳 거제함목 거제해수욕장 경상권 경치좋은곳 관광지 몽돌해수욕장
거창 동계종택(정온 선생 고택),조선 중기 문신이었던 정온 선생이 살았던 가옥 경상권 고택체험 관광지 교과서속여행 눈썹지붕 동계종택 명품고택
대광사(창원),다양한 불교 전파 교육을 하는 사찰 관광지 불교 불교문화 사찰 사찰여행 역사 자연속으로 자연환경
구천서원(김해),조선시대 선비의 발자취를 돌아보는 구천서원 경남구천서원 관광지 김해구천서원 역사 역사공부 역사관광지 역사를품은곳
도남서원(창원),김해김씨 문중의 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
효산서원,성현의 얼과 지혜가 살아 숨쉬는 곳 경남효산서원 경상권 관광지 산청군서원 산청효산서원 역사 역사공부
첨두서원,선무 원종 이등 공신에 책록 된 노경종을 추모하는 서원 관광지 역사 역사공부 역사관광지 역사를품은곳 역사문화재 역사속
